Title Number,Tenure,Property Address,District,County,Region,Postcode,Multiple Address Indicator,Price Paid,Proprietor Name (1),Company Registration No. (1),Proprietorship Category (1),Proprietor (1) Address (1),Proprietor (1) Address (2),Proprietor (1) Address (3),Proprietor Name (2),Company Registration No. (2),Proprietorship Category (2),Proprietor (2) Address (1),Proprietor (2) Address (2),Proprietor (2) Address (3),Proprietor Name (3),Company Registration No. (3),Proprietorship Category (3),Proprietor (3) Address (1),Proprietor (3) Address (2),Proprietor (3) Address (3),Proprietor Name (4),Company Registration No. (4),Proprietorship Category (4),Proprietor (4) Address (1),Proprietor (4) Address (2),Proprietor (4) Address (3),Date Proprietor Added,Additional Proprietor Indicator
BK483410,Freehold,"1 and 2 Woodfield Place, Binfield, Bracknell (RG42 4FQ)",BRACKNELL FOREST,BRACKNELL FOREST,SOUTH EAST,RG42 4FQ,N,,WORLD WIDE ADVENT MISSIONS LIMITED,00241146,Limited Company or Public Limited Company,"119 St. Peters Street, St. Albans AL1 3EY",,,,,,,,,,,,,,,,,,,,,19-04-2017,N
BK459280,Freehold,"THE BIRCHES ST MARKS ROAD, BINFIELD, BRACKNELL RG42 4BA",BRACKNELL FOREST,BRACKNELL FOREST,SOUTH EAST,RG42 4BA,Y,,WORLD WIDE ADVENT MISSIONS LIMITED,00241146,Limited Company or Public Limited Company,"119 St. Peters Street, St. Albans AL1 3EY",,,,,,,,,,,,,,,,,,,,,16-01-2014,N
HD521404,Leasehold,"16 Hillcrest, King Harry Lane, St Albans (AL3 4AT)",ST ALBANS,HERTFORDSHIRE,SOUTH EAST,AL3 4AT,N,,WORLD WIDE ADVENT MISSIONS LIMITED,00241146,Limited Company or Public Limited Company,"119 St Peters Street, St Albans AL1 3EY",,,,,,,,,,,,,,,,,,,,,19-11-2012,N
NYK396688,Leasehold,"Unit 4, Hertford Way, York Road Business Park, Malton (YO17 6YG)",RYEDALE,NORTH YORKSHIRE,YORKS AND HUMBER,YO17 6YG,N,,SWINTON TECHNOLOGY LIMITED,04236146,Limited Company or Public Limited Company,"Swinton House, Hertford Way, York Road Business Park, Malton, North Yorkshire YO17 6YG",,,,,,,,,,,,,,,,,,,,,16-05-2012,N
NGL968819,Leasehold,"Third Floor Premises, 11 Berkeley Street, London (W1J 8DS)",CITY OF WESTMINSTER,GREATER LONDON,GREATER LONDON,W1J 8DS,N,,PARETO SECURITIES LIMITED,03994976,Limited Company or Public Limited Company,"Third Floor, 11 Berkeley Street, London W1J 8DS",,,,,,,,,,,,,,,,,,,,,11-04-2017,N
BK451395,Leasehold,"Units 1 and 2, Building 1, Chatham Place, Reading",READING,READING,SOUTH EAST,,N,,HOT YOGA BERKSHIRE LIMITED,06599413,Limited Company or Public Limited Company,"Flint Cottage, Vicarage Road, Reading RG2 7AJ",,,,,,,,,,,,,,,,,,,,,05-09-2012,N
SGL473059,Leasehold,"Flat 4, Knights House, 75 Gainsford Street, London (SE1 2NB)",SOUTHWARK,GREATER LONDON,GREATER LONDON,SE1 2NB,N,620000,DNV GL UK LIMITED,09208322,Limited Company or Public Limited Company,"Palace House, 3 Cathedral Street, London SE1 9DE",,,,,,,,,,,,,,,,,,,,,06-03-2015,N
GR214222,Freehold,"Land Lying to the North of Mill Street, Prestbury",CHELTENHAM,GLOUCESTERSHIRE,SOUTH WEST,,N,,TENVIG (UK) LIMITED,01938109,Limited Company or Public Limited Company,"Church Court Cottages, Mill Street, Prestbury, Cheltenham, Gloucestershire, GL53 3BQ",,,,,,,,,,,,,,,,,,,,,13-04-1999,N
NGL942637,Leasehold,"9-13 George Street, London (W1U 3QJ)",CITY OF WESTMINSTER,GREATER LONDON,GREATER LONDON,W1U 3QJ,N,,VENN PARTNERS LLP,OC347544,Corporate Body,"9-13 George Street, London W1U 3QJ",,,,,,,,,,,,,,,,,,,,,21-05-2014,N
CL323236,Leasehold,"Units 6, 7 and 8, Bodmin Business Park, Launceston Road, Bodmin (PL31 2RJ)",CORNWALL,CORNWALL,SOUTH WEST,PL31 2RJ,N,,CALL CATERLINK LIMITED,02853829,Limited Company or Public Limited Company,"Unit 8, Bodmin Business Park, Launceston Road, Bodmin PL31 3RJ",,,,,,,,,,,,,,,,,,,,,24-05-2016,N
AGL404106,Leasehold,"Units 9 And 10, 3 Gunthorpe Street, London (E1 7RQ)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,E1 7RQ,N,,SENNEP LIMITED,05442138,Limited Company or Public Limited Company,"Unit 405, Metropolitan Wharf Building, 70 Wapping Wall, London E1W 3SS",,,,,,,,,,,,,,,,,,,,,14-02-2017,N
CH650361,Leasehold,"Land lying to the south-west of Weston Road, Crewe",CHESHIRE EAST,CHESHIRE EAST,NORTH WEST,,N,,CNG FUELS LIMITED,09274291,Limited Company or Public Limited Company,"37 St. Bernards Road, Solihull B92 7AX",,,,,,,,,,,,,,,,,,,,,11-07-2016,N
MS30896,Freehold,"41 Galloway Street, Liverpool (L7 6PD)",LIVERPOOL,MERSEYSIDE,NORTH WEST,L7 6PD,N,35000,GTS2020 LTD,10348042,Limited Company or Public Limited Company,"104 Duke Street, Liverpool L1 5AG",,,,,,,,,,,,,,,,,,,,,21-11-2016,N
MS405662,Freehold,"73 Holmes Street, Liverpool (L8 0RH)",LIVERPOOL,MERSEYSIDE,NORTH WEST,L8 0RH,N,39000,GTS2020 LTD,10348042,Limited Company or Public Limited Company,"104 Duke Street, Liverpool L1 5AG",,,,,,,,,,,,,,,,,,,,,07-11-2016,N
MS385393,Freehold,"11 Galloway Street, Liverpool (L7 6PD)",LIVERPOOL,MERSEYSIDE,NORTH WEST,L7 6PD,N,35000,GTS2020 LTD,10348042,Limited Company or Public Limited Company,"104 Duke Street, Liverpool L1 5AG",,,,,,,,,,,,,,,,,,,,,07-11-2016,N
CL76296,Leasehold,"Flat 15, The Crags, Maenporth, Falmouth (TR11 5HN)",CORNWALL,CORNWALL,SOUTH WEST,TR11 5HN,N,163000,SEASIDE LETS LIMITED,11048646,Limited Company or Public Limited Company,"117 High Street, Portishead, Bristol BS20 6PT",,,,,,,,,,,,,,,,,,,,,02-02-2018,N
WT419102,Freehold,"Land at Flaxlands Wood, Swindon (SN5 0AL)",WILTSHIRE,WILTSHIRE,SOUTH WEST,SN5 0AL,N,,BRADENSTOKE SOLAR PARK LIMITED,09296507,Limited Company or Public Limited Company,"30 Charles II Street, London SW1Y 4AE",,,,,,,,,,,,,,,,,,,,,11-12-2015,N
HE53464,Leasehold,"Warehouse, Clinton Road, Leominster (HR6 0SP)",HEREFORDSHIRE,HEREFORDSHIRE,WEST MIDLANDS,HR6 0SP,N,,ORCHARD VALLEY FOODS LIMITED,04990639,Limited Company or Public Limited Company,"Unit, 4 Lower Teme Business Park, Ludlow Road, Burford, Tenbury Wells WR15 8SZ",,,,,,,,,,,,,,,,,,,,,14-07-2015,N
HE53464,Leasehold,"Warehouse, Clinton Road, Leominster (HR6 0SP)",HEREFORDSHIRE,HEREFORDSHIRE,WEST MIDLANDS,HR6 0SP,N,,ORCHARD VALLEY FOODS LIMITED,04990639,Limited Company or Public Limited Company,"Unit, 4 Lower Teme Business Park, Ludlow Road, Burford, Tenbury Wells WR15 8SZ",,,,,,,,,,,,,,,,,,,,,14-07-2015,N
EX873188,Leasehold,"ANGLO EUROPEAN SCHOOL WILLOW GREEN, INGATESTONE CM4 0DJ",BRENTWOOD,ESSEX,SOUTH EAST,CM4 0DJ,Y,,ANGLO EUROPEAN ACADEMY TRUST,07846848,Corporate Body,"Anglo European School, Willow Green, Ingatestone, Essex CM4 0DJ",,,,,,,,,,,,,,,,,,,,,08-12-2011,N
BK37234,Freehold,"Fruitbowl, 88 Queen Street, Maidenhead (SL6 1HT)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1HT,N,2014999,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,12-01-2017,N
BK254945,Freehold,"24 Broadway, Maidenhead (SL6 1NW)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1NW,N,,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Smedvig Capital Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,01-12-2017,N
BK111351,Freehold,"78 Queen Street, Maidenhead (SL6 1HY)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1HY,N,475000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Smedvig Capital, Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,11-04-2017,N
BK166435,Leasehold,"10 Melton Court, Maidenhead and Car Parking Space (SL6 1YD)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1YD,N,245000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Smedvig Capital, Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,20-10-2017,N
BK21130,Freehold,"86 and 86a Queen Street, Maidenhead",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,,N,2014999,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,12-01-2017,N
BK35359,Freehold,"Charlingtons, 92 Queen Street, Maidenhead (SL6 1HT)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1HT,N,2014999,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,12-01-2017,N
BK38496,Freehold,"8 Broadway, Maidenhead (SL6 1NW)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1NW,N,356415,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,27-07-2017,N
BK162833,Leasehold,"8 Melton Court, Maidenhead car sparking (SL6 1YD)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1YD,N,245000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Smedvig Capital, Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,21-03-2017,N
BK323742,Freehold,"50 Queen Street and 28 The Broadway, Maidenhead",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,,N,635000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Smedvig Capital, Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,19-06-2017,N
BK457402,Freehold,"52 Queen Street, Maidenhead (SL6 1HY)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1HY,N,800000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,01-12-2017,N
BK169547,Leasehold,"2 Melton Court, Maidenhead and parking space (SL6 1YD)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1YD,N,265000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Smedvig Capital, Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,07-12-2017,N
BK227383,Freehold,"16 Broadway, Maidenhead (SL6 1NW)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1NW,N,360000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Smedvig Capital, Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,26-08-2016,N
BK360471,Freehold,"The Studio at the back of 74 Queen Street, Maidenhead, (SL6 1HY)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1HY,N,,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,01-11-2017,N
BK139115,Freehold,"14 Broadway, Maidenhead (SL6 1NW)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1NW,N,356415,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,27-07-2017,N
BK162576,Leasehold,"12 Melton Court, King Street, Maidenhead and car parking space (SL6 1YD)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1YD,N,245000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Smedvig Capital, Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,21-03-2017,N
BK169545,Leasehold,"16 Melton Court, Maidenhead and parking space 8 (SL6 1YD)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1YD,N,265000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Smedvig Capital Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,20-02-2018,N
BK172166,Freehold,"6 Broadway, Maidenhead (SL6 1NW)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1NW,N,330000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,20-01-2017,N
BK327384,Freehold,"10 Broadway, Maidenhead (SL6 1NW)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1NW,N,320000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,25-08-2015,N
BK163723,Leasehold,"5 Melton Court, Maidenhead and car parking space (SL6 1YD)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1YD,N,265000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Smedvig Capital, Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,23-08-2017,N
BK274464,Freehold,"Land adjoining 14 Broadway, Maidenhead (SL6 1NW)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1NW,N,,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,01-12-2017,N
BK126533,Freehold,"18 Broadway, Maidenhead (SL6 1NW)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1NW,N,340000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,08-09-2016,N
BK172139,Leasehold,"7 Melton Court, Maidenhead (SL6 1YD)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1YD,N,220000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Smedvig Capital, Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,23-01-2017,N
BK343277,Freehold,"80-84 (even), Queen Street, Maidenhead (SL6 1HT)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1HT,N,,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,12-01-2017,N
BK321182,Freehold,"24 Broadway, Maidenhead (SL6 1NW)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1NW,N,,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,08-04-2016,N
BK346072,Freehold,"90 Queen Street, Maidenhead (SL6 1HT)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1HT,N,2014999,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,12-01-2017,N
BK350690,Freehold,"85 King Street, Maidenhead (SL6 1DU)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1DU,N,5700000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,09-11-2016,N
BK37234,Freehold,"Fruitbowl, 88 Queen Street, Maidenhead (SL6 1HT)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1HT,N,2014999,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,12-01-2017,N
BK254945,Freehold,"24 Broadway, Maidenhead (SL6 1NW)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1NW,N,,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Smedvig Capital Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,01-12-2017,N
BK111351,Freehold,"78 Queen Street, Maidenhead (SL6 1HY)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1HY,N,475000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Smedvig Capital, Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,11-04-2017,N
BK166435,Leasehold,"10 Melton Court, Maidenhead and Car Parking Space (SL6 1YD)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1YD,N,245000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Smedvig Capital, Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,20-10-2017,N
BK21130,Freehold,"86 and 86a Queen Street, Maidenhead",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,,N,2014999,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,12-01-2017,N
BK35359,Freehold,"Charlingtons, 92 Queen Street, Maidenhead (SL6 1HT)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1HT,N,2014999,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,12-01-2017,N
BK38496,Freehold,"8 Broadway, Maidenhead (SL6 1NW)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1NW,N,356415,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,27-07-2017,N
BK162833,Leasehold,"8 Melton Court, Maidenhead car sparking (SL6 1YD)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1YD,N,245000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Smedvig Capital, Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,21-03-2017,N
BK323742,Freehold,"50 Queen Street and 28 The Broadway, Maidenhead",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,,N,635000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Smedvig Capital, Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,19-06-2017,N
BK457402,Freehold,"52 Queen Street, Maidenhead (SL6 1HY)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1HY,N,800000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,01-12-2017,N
BK169547,Leasehold,"2 Melton Court, Maidenhead and parking space (SL6 1YD)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1YD,N,265000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Smedvig Capital, Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,07-12-2017,N
BK227383,Freehold,"16 Broadway, Maidenhead (SL6 1NW)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1NW,N,360000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Smedvig Capital, Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,26-08-2016,N
BK360471,Freehold,"The Studio at the back of 74 Queen Street, Maidenhead, (SL6 1HY)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1HY,N,,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,01-11-2017,N
BK139115,Freehold,"14 Broadway, Maidenhead (SL6 1NW)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1NW,N,356415,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,27-07-2017,N
BK162576,Leasehold,"12 Melton Court, King Street, Maidenhead and car parking space (SL6 1YD)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1YD,N,245000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Smedvig Capital, Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,21-03-2017,N
BK169545,Leasehold,"16 Melton Court, Maidenhead and parking space 8 (SL6 1YD)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1YD,N,265000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Smedvig Capital Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,20-02-2018,N
BK172166,Freehold,"6 Broadway, Maidenhead (SL6 1NW)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1NW,N,330000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,20-01-2017,N
BK327384,Freehold,"10 Broadway, Maidenhead (SL6 1NW)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1NW,N,320000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,25-08-2015,N
BK163723,Leasehold,"5 Melton Court, Maidenhead and car parking space (SL6 1YD)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1YD,N,265000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Smedvig Capital, Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,23-08-2017,N
BK274464,Freehold,"Land adjoining 14 Broadway, Maidenhead (SL6 1NW)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1NW,N,,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,01-12-2017,N
BK126533,Freehold,"18 Broadway, Maidenhead (SL6 1NW)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1NW,N,340000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,08-09-2016,N
BK172139,Leasehold,"7 Melton Court, Maidenhead (SL6 1YD)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1YD,N,220000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Smedvig Capital, Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,23-01-2017,N
BK343277,Freehold,"80-84 (even), Queen Street, Maidenhead (SL6 1HT)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1HT,N,,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,12-01-2017,N
BK321182,Freehold,"24 Broadway, Maidenhead (SL6 1NW)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1NW,N,,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,08-04-2016,N
BK346072,Freehold,"90 Queen Street, Maidenhead (SL6 1HT)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1HT,N,2014999,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,12-01-2017,N
BK350690,Freehold,"85 King Street, Maidenhead (SL6 1DU)",WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,SOUTH EAST,SL6 1DU,N,5700000,RYGER MAIDENHEAD LIMITED,03776926,Limited Company or Public Limited Company,"Ryger House, 11 Arlington Street, London SW1A 1RD",,,,,,,,,,,,,,,,,,,,,09-11-2016,N
ND190202,Leasehold,"Unit 42, Colbourne Crescent, Nelson Park, Cramlington (NE23 1WB)",NORTHUMBERLAND,NORTHUMBERLAND,NORTH,NE23 1WB,N,,IKM TESTING UK LIMITED,03467183,Limited Company or Public Limited Company,"Unit 42, Colbourne Crescent, Nelson Park, Cramlington NE23 1WB",,,,,,,,,,,,,,,,,,,,,22-09-2017,N
