DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
192105961,02/13/2019,02/13/2019,2030,,Topanga,2172,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,18,M,O,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,,,,23700    CANZONET                     ST,,"(34.1647, -118.641)"
192105962,02/13/2019,01/09/2019,2200,,Topanga,2177,354,THEFT OF IDENTITY,0377 0924 1822,54,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,21500    CALIFA                       ST,,"(34.1773, -118.5988)"
192105963,02/13/2019,02/13/2019,1850,,Topanga,2197,310,BURGLARY,0344 0352 1609,65,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,20100    PHAETON                      DR,,"(34.1518, -118.5716)"
192105967,02/14/2019,01/14/2019,0900,,Topanga,2157,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,20100    HAYNES                       ST,,"(34.1897, -118.5721)"
192105969,02/14/2019,02/13/2019,1800,,Topanga,2185,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,22000    COSTANSO                     ST,,"(34.1676, -118.6058)"
192105974,02/13/2019,02/13/2019,2015,,Topanga,2156,210,ROBBERY,1822 0325 0945,35,M,H,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,6600    TOPANGA CANYON               BL,,"(34.1905, -118.6059)"
192105975,02/14/2019,02/13/2019,1745,,Topanga,2146,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,34,M,W,101,STREET,,,IC,Invest Cont,420,,,,OWENSMOUTH                   AV,SCHOENBORN                   ST,"(34.1974, -118.5994)"
192105976,02/13/2019,02/12/2019,2030,,Topanga,2137,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,70,M,O,108,PARKING LOT,,,IC,Invest Cont,420,,,,7300    VARIEL                       AV,,"(34.2029, -118.5929)"
192105977,02/13/2019,02/13/2019,1725,,Topanga,2187,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,42,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,5200    CALATRANA                    DR,,"(34.1638, -118.6029)"
192105978,02/13/2019,02/13/2019,1205,,Topanga,2156,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,64,F,W,108,PARKING LOT,,,IC,Invest Cont,420,,,,6200    TOPANGA CANYON               BL,,"(34.1829, -118.6059)"
192105979,02/13/2019,02/13/2019,1440,,Topanga,2143,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,58,F,W,402,MARKET,,,IC,Invest Cont,341,,,,6700    FALLBROOK                    AV,,"(34.1883, -118.6274)"
192105980,02/14/2019,01/01/2019,1200,,Topanga,2189,354,THEFT OF IDENTITY,1822,50,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,19700    VENTURA                      BL,,"(34.1648, -118.5771)"
192105982,02/14/2019,02/13/2019,1530,,Topanga,2197,664,"BUNCO, PETTY THEFT",0337,79,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,664,,,,19900    WELLS                        DR,,"(34.1637, -118.5669)"
192105983,02/14/2019,02/14/2019,0600,,Topanga,2136,210,ROBBERY,1822 0302 0337,46,M,H,210,RESTAURANT/FAST FOOD,102,HAND GUN,IC,Invest Cont,210,,,,7300    TOPANGA CANYON               BL,,"(34.2028, -118.6059)"
192105984,02/14/2019,02/13/2019,2200,,Topanga,2158,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,25,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,6300    VARIEL                       AV,,"(34.1847, -118.5928)"
192105985,02/09/2019,02/08/2019,1940,,Topanga,2134,664,"BUNCO, PETTY THEFT",0701 0344,21,F,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,664,,,,7100    CARLSON                      CI,,"(34.1996, -118.6146)"
192105986,02/09/2019,02/08/2019,1940,,Topanga,2134,664,"BUNCO, PETTY THEFT",0344 0701,0,F,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,664,,,,7100    CARLSON                      CI,,"(34.1996, -118.6146)"
192105996,02/14/2019,01/30/2019,1900,,Topanga,2158,510,VEHICLE - STOLEN,,0,,,109,PARK/PLAYGROUND,,,IC,Invest Cont,510,,,,21000    ERWIN                        ST,,"(34.1827, -118.5903)"
192105997,02/13/2019,02/11/2019,0800,,Topanga,2187,210,ROBBERY,0913 0344 0355,63,M,O,202,LIQUOR STORE,511,VERBAL THREAT,AA,Adult Arrest,210,,,,21900    VENTURA                      BL,,"(34.1685, -118.6038)"
192105998,02/13/2019,02/13/2019,1600,,Topanga,2143,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,22,F,W,404,DEPARTMENT STORE,,,IC,Invest Cont,440,,,,6400    FALLBROOK                    AV,,"(34.1883, -118.6274)"
192105999,02/14/2019,02/04/2019,0800,,Topanga,2161,900,VIOLATION OF COURT ORDER,1501,51,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,900,,,,5700    FAIRHAVEN                    AV,,"(34.1731, -118.658)"
192106003,02/13/2019,02/12/2019,2005,,Topanga,2156,330,BURGLARY FROM VEHICLE,0344,59,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,VICTORY,OWENSMOUTH,"(34.187, -118.6015)"
192106004,02/13/2019,02/05/2019,1643,,Topanga,2157,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0394,39,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,21200    KITTRIDGE                    ST,,"(34.1912, -118.5941)"
192106005,02/13/2019,02/13/2019,1210,,Topanga,2143,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377,42,F,W,404,DEPARTMENT STORE,,,IC,Invest Cont,440,,,,FALLBROOK,VICTORY,"(34.1864, -118.6234)"
192106007,02/11/2019,02/08/2019,1630,,Topanga,2128,440,THEFT PLAIN - PETTY ($950 & UNDER),0906 0344 0394,26,M,H,732,POST OFFICE,,,IC,Invest Cont,440,,,,SATICOY,WINNETKA,"(34.2083, -118.571)"
192106008,02/12/2019,01/25/2019,1215,,Topanga,2185,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,33,F,W,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,440,,,,VENTURA,TOPANGA CANYON,"(34.1685, -118.6058)"
192106009,02/14/2019,02/14/2019,1925,,Topanga,2156,210,ROBBERY,1822 0325 0945 0400,50,M,W,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,6600    TOPANGA CANYON               BL,,"(34.1905, -118.6059)"
192106010,02/13/2019,02/07/2019,0005,,Topanga,2173,310,BURGLARY,1607 0321 0344 0206,50,M,W,418,,,,IC,Invest Cont,310,,,,22800    VENTURA                      BL,,"(34.166, -118.6233)"
192106011,02/14/2019,02/13/2019,2000,,Topanga,2136,330,BURGLARY FROM VEHICLE,1307 0344,55,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,7300    ALABAMA                      AV,,"(34.2029, -118.599)"
192106012,02/14/2019,02/14/2019,1430,,Topanga,2143,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032 1202 0377 1314,68,F,W,404,DEPARTMENT STORE,,,IC,Invest Cont,341,,,,6400    FALLBROOK                    AV,,"(34.1883, -118.6274)"
192106013,02/14/2019,02/14/2019,1500,,Topanga,2157,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0421 0416 1309,46,M,W,401,MINI-MART,511,VERBAL THREAT,IC,Invest Cont,230,,,,20800    VANOWEN                      ST,,"(34.1938, -118.5865)"
192106014,02/14/2019,02/14/2019,1215,,Topanga,2128,901,VIOLATION OF RESTRAINING ORDER,2038 1813,38,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901,,,,20300    KESWICK                      ST,,"(34.2096, -118.5754)"
192106015,02/14/2019,02/14/2019,0915,,Topanga,2177,886,DISTURBING THE PEACE,0913 0603,61,M,W,702,OFFICE BUILDING/OFFICE,,,AO,Adult Other,886,,,,5500    CANOGA                       AV,,"(34.1715, -118.5974)"
192106020,02/14/2019,02/14/2019,1154,,Topanga,2136,901,VIOLATION OF RESTRAINING ORDER,0562 2038,41,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,901,,,,7200    JORDAN                       AV,,"(34.201, -118.6029)"
192106023,02/14/2019,02/14/2019,1900,,Topanga,2156,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,33,F,W,109,PARK/PLAYGROUND,,,IC,Invest Cont,440,,,,6700    TOPANGA CANYON               BL,,"(34.1926, -118.6059)"
192106026,02/14/2019,02/14/2019,1815,,Topanga,2187,888,TRESPASSING,1402 1501,39,F,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,888,998,,,4900    MARMOL                       DR,,"(34.1587, -118.5899)"
192106030,02/09/2019,02/09/2019,1500,,Topanga,2177,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2041,26,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,5700    CANOGA                       AV,,"(34.1733, -118.5974)"
192106031,02/14/2019,02/14/2019,1720,,Topanga,2175,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,45,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,FALLBROOK                    AV,VENTURA                      BL,"(34.166, -118.6233)"
192106038,02/15/2019,02/12/2019,2200,,Topanga,2156,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0385,29,M,A,108,PARKING LOT,,,IC,Invest Cont,331,,,,6300    CANOGA                       AV,,"(34.1865, -118.6017)"
192106040,02/14/2019,02/14/2019,2330,,Topanga,2118,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626,,,,20100    CANTARA                      ST,,"(34.2191, -118.5724)"
192106041,02/15/2019,02/15/2019,0800,,Topanga,2157,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0334 0421 0416 0555 0319,27,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,230,,,,6800    INDEPENDENCE                 AV,,"(34.1938, -118.5906)"
192106042,02/15/2019,02/15/2019,1200,,Topanga,2156,626,INTIMATE PARTNER - SIMPLE ASSAULT,1241 2000 0416 1310,36,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,TOPANGA CANYON,BURBANK,"(34.1865, -118.6017)"
192106046,02/15/2019,02/07/2019,1400,,Topanga,2148,310,BURGLARY,1607 0344 1202,63,M,H,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,20100    SHERMAN                      WY,,"(34.201, -118.571)"
192106047,02/15/2019,01/28/2019,1830,,Topanga,2156,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,50,M,W,406,OTHER STORE,,,IC,Invest Cont,343,,,,6600    TOPANGA CANYON               BL,,"(34.1905, -118.6059)"
192106048,02/15/2019,02/15/2019,0950,,Topanga,2118,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,34,F,H,515,APARTMENT/CONDO COMMON LAUNDRY ROOM,,,IC,Invest Cont,440,,,,20200    ROSCOE                       BL,,"(34.2202, -118.5732)"
192106049,02/15/2019,02/13/2019,1130,,Topanga,2143,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377,36,F,W,108,PARKING LOT,,,IC,Invest Cont,440,,,,22900    VANOWEN                      ST,,"(34.1937, -118.6261)"
192106050,02/15/2019,01/20/2019,1200,,Topanga,2197,354,THEFT OF IDENTITY,1202 1822,65,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,20100    WELLS                        DR,,"(34.1626, -118.5703)"
192106051,02/15/2019,02/13/2019,2100,,Topanga,2133,354,THEFT OF IDENTITY,0100 0930,36,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,23200 W  VAIL                         DR,,"(34.2007, -118.6334)"
192106052,02/15/2019,02/07/2019,1550,,Topanga,2114,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,50,M,W,301,GAS STATION,,,IC,Invest Cont,740,,,,7600    TOPANGA CANYON               BL,,"(34.2139, -118.6103)"
192106054,02/15/2019,02/14/2019,1800,,Topanga,2161,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,60,F,W,104,DRIVEWAY,,,IC,Invest Cont,740,,,,5900    WOODLAND VIEW                DR,,"(34.1774, -118.6644)"
192106056,02/15/2019,02/15/2019,1855,,Topanga,2146,624,BATTERY - SIMPLE ASSAULT,0416,30,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6800    VARIEL                       AV,,"(34.1974, -118.5994)"
192106057,02/15/2019,02/14/2019,1500,,Topanga,2137,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,25,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,7300    DE SOTO                      AV,,"(34.2029, -118.5885)"
192106059,02/15/2019,02/15/2019,2025,,Topanga,2158,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,42,M,X,250,COMPUTER SERVICES/REPAIRS/SALES,,,IC,Invest Cont,442,,,,6100    CANOGA                       AV,,"(34.1805, -118.5975)"
192106060,02/16/2019,02/15/2019,1900,,Topanga,2149,310,BURGLARY,0344 1609,39,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,7100    QUARTZ                       AV,,"(34.1988, -118.5644)"
192106062,02/15/2019,02/14/2019,2359,,Topanga,2177,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,58,F,W,701,HOSPITAL,,,IC,Invest Cont,341,,,,5600    DE SOTO                      AV,,"(34.172, -118.5882)"
192106064,02/16/2019,02/16/2019,1125,,Topanga,2175,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 0416 0553,10,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",301,BELT FLAILING INSTRUMENT/CHAIN,IC,Invest Cont,627,,,,5800    TOPANGA CANYON               BL,,"(34.1732, -118.6152)"
192106067,02/16/2019,02/10/2019,0720,,Topanga,2148,310,BURGLARY,1607 0344,57,M,W,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,20100    SHERMAN                      WY,,"(34.201, -118.571)"
192106068,02/16/2019,01/23/2019,1100,,Topanga,2148,310,BURGLARY,1602 0344 1202,73,F,W,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,20100    SHERMAN                      WY,,"(34.201, -118.571)"
192106069,02/15/2019,02/08/2019,0915,,Topanga,2177,662,"BUNCO, GRAND THEFT",0800,19,F,H,602,BANK,,,IC,Invest Cont,662,,,,5900    CANOGA                       AV,,"(34.1773, -118.5974)"
192106070,02/16/2019,02/14/2019,0800,,Topanga,2148,310,BURGLARY,1607 0321 0344,37,M,H,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,20100    SHERMAN                      WY,,"(34.201, -118.571)"
192106071,02/15/2019,02/15/2019,1200,,Topanga,2138,354,THEFT OF IDENTITY,1822 0377,19,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,20400    SATICOY                      ST,,"(34.2083, -118.5776)"
192106073,02/14/2019,02/14/2019,1800,,Topanga,2146,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,39,F,B,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,440,,,,6800    REMMET                       AV,,"(34.1938, -118.6003)"
192106074,02/16/2019,02/03/2019,0800,,Topanga,2134,354,THEFT OF IDENTITY,1822 0928,38,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,7100    FARRALONE                    AV,,"(34.1992, -118.6103)"
192106075,02/16/2019,02/14/2019,1125,,Topanga,2145,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,50,M,W,243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,IC,Invest Cont,442,,,,22000    VICTORY                      BL,,"(34.1923, -118.6104)"
192106076,02/16/2019,01/30/2019,1120,,Topanga,2145,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0701,50,M,W,243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,IC,Invest Cont,440,,,,22000    VICTORY                      BL,,"(34.1923, -118.6104)"
192106077,02/16/2019,02/14/2019,0645,,Topanga,2139,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,19,M,H,101,STREET,,,IC,Invest Cont,740,,,,20200    SHERMAN                      WY,,"(34.2012, -118.5732)"
192106078,02/14/2019,02/14/2019,1438,,Topanga,2158,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 2002,21,M,W,108,PARKING LOT,,,IC,Invest Cont,745,,,,21000    ERWIN                        ST,,"(34.1827, -118.5903)"
192106079,02/16/2019,02/16/2019,0330,,Topanga,2139,624,BATTERY - SIMPLE ASSAULT,0416,31,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,20200    SHERMAN                      WY,,"(34.2012, -118.5732)"
192106085,02/16/2019,02/12/2019,0630,,Topanga,2196,649,DOCUMENT FORGERY / STOLEN FELONY,0923 1822,44,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,4500    ENSENADA                     DR,,"(34.1503, -118.5977)"
192106087,02/15/2019,02/15/2019,1400,,Topanga,2143,320,"BURGLARY, ATTEMPTED",1609,43,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320,,,,23100    VANOWEN                      ST,,"(34.1937, -118.6299)"
192106088,02/16/2019,02/16/2019,1130,,Topanga,2158,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,50,M,W,412,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)",,,IC,Invest Cont,442,,,,6100    CANOGA                       AV,,"(34.1805, -118.5975)"
192106089,02/16/2019,02/15/2019,1300,,Topanga,2143,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377,85,F,H,101,STREET,,,IC,Invest Cont,440,,,,22900    VICTORY                      BL,,"(34.1865, -118.6256)"
192106090,02/16/2019,02/15/2019,1400,,Topanga,2143,354,THEFT OF IDENTITY,0377 0930,85,F,H,402,MARKET,,,IC,Invest Cont,354,,,,22900    VICTORY                      BL,,"(34.1865, -118.6256)"
192106091,02/16/2019,02/15/2019,2030,,Topanga,2128,901,VIOLATION OF RESTRAINING ORDER,1501,38,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,20300    KESWICK                      ST,,"(34.2096, -118.5754)"
192106093,02/16/2019,02/16/2019,1434,,Topanga,2104,761,BRANDISH WEAPON,1822 0919 0334,45,M,O,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761,,,,8700    OWENSMOUTH                   AV,,"(34.2282, -118.6017)"
192106095,02/16/2019,02/16/2019,1550,,Topanga,2172,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0360 0329 1309 0332,18,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,23700    CANZONET                     ST,,"(34.1647, -118.641)"
192106096,02/16/2019,02/16/2019,2200,,Topanga,2155,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0408 0416 1814 2000,25,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,22300    MOREA                        WY,,"(34.1814, -118.6132)"
192106097,02/16/2019,02/16/2019,2100,,Topanga,2143,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,34,F,B,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,6400    FALLBROOK                    AV,,"(34.1883, -118.6274)"
192106100,02/16/2019,02/16/2019,1710,,Topanga,2189,624,BATTERY - SIMPLE ASSAULT,0400,39,M,H,210,RESTAURANT/FAST FOOD,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624,,,,19900    VENTURA                      BL,,"(34.1723, -118.5659)"
192106101,02/16/2019,02/16/2019,1710,,Topanga,2189,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 1813 2000,40,F,H,210,RESTAURANT/FAST FOOD,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,626,,,,19900    VENTURA                      BL,,"(34.1723, -118.5659)"
192106102,02/16/2019,02/16/2019,1100,,Topanga,2196,310,BURGLARY,0344 0352,37,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,21900    VISCANIO                     RD,,"(34.1561, -118.6044)"
192106105,02/16/2019,02/16/2019,1200,,Topanga,2155,354,THEFT OF IDENTITY,0377 1822,45,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,22100    ERWIN                        ST,,"(34.1829, -118.6077)"
192106107,02/17/2019,02/17/2019,0024,,Topanga,2169,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6200    LUBAO                        AV,,"(34.1824, -118.566)"
192106108,02/17/2019,02/03/2019,1200,,Topanga,2157,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,34,M,O,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,6700    INDEPENDENCE                 AV,,"(34.1921, -118.5906)"
192106109,02/11/2019,02/11/2019,0410,,Topanga,2157,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344 1202,65,F,H,104,DRIVEWAY,,,IC,Invest Cont,420,,,,20500    HAYNES                       ST,,"(34.1902, -118.5803)"
192106112,02/07/2019,02/06/2019,1930,,Topanga,2136,330,BURGLARY FROM VEHICLE,0344,30,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,7300    MILWOOD                      AV,,"(34.2029, -118.5943)"
192106113,02/17/2019,02/16/2019,2230,,Topanga,2106,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0906 0355 0416 0326 1315,38,M,W,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,8800    ETON                         AV,,"(34.23, -118.5951)"
192106114,02/17/2019,02/17/2019,0030,,Topanga,2187,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 0400 0329 1206 2002,42,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,5000    ALHAMA                       DR,,"(34.1596, -118.5936)"
192106116,02/17/2019,02/17/2019,0105,,Topanga,2134,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 1310 0416 0319 2002 1206 0429,29,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,22000    COVELLO                      ST,,"(34.2074, -118.606)"
192106117,02/17/2019,02/17/2019,0940,,Topanga,2105,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,50,M,W,402,MARKET,,,IC,Invest Cont,442,,,,21500    ROSCOE                       BL,,"(34.2239, -118.6017)"
192106118,02/17/2019,02/17/2019,1500,,Topanga,2105,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1402,50,M,W,402,MARKET,,,IC,Invest Cont,442,998,,,21500    ROSCOE                       BL,,"(34.2239, -118.6017)"
192106120,02/17/2019,02/17/2019,0330,,Topanga,2185,330,BURGLARY FROM VEHICLE,0906 0344,40,M,W,101,STREET,,,AA,Adult Arrest,330,,,,22200    YBARRA                       RD,,"(34.1544, -118.6098)"
192106122,02/17/2019,02/17/2019,1305,,Topanga,2107,210,ROBBERY,0337 0344 0216 0206 0326 0302 0209 0321,50,M,W,244,TOBACCO SHOP,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,20900    ROSCOE                       BL,,"(34.2234, -118.5932)"
192106124,02/17/2019,02/17/2019,1800,,Topanga,2149,624,BATTERY - SIMPLE ASSAULT,0416,58,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,6800    QUAKERTOWN                   AV,,"(34.1938, -118.5699)"
192106125,02/17/2019,02/17/2019,1130,,Topanga,2125,900,VIOLATION OF COURT ORDER,1501,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,900,,,,21700    SATICOY                      ST,,"(34.2119, -118.6017)"
192106126,02/17/2019,02/17/2019,1130,,Topanga,2113,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444 1813 2000,37,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,7800    CAPISTRANO                   AV,,"(34.2119, -118.6167)"
192106127,02/17/2019,02/15/2019,2315,,Topanga,2156,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,33,M,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,,,,6600    TOPANGA CANYON               BL,,"(34.1905, -118.6059)"
192106128,02/17/2019,02/17/2019,1331,,Topanga,2156,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0352,39,M,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,6500    TOPANGA CANYON               BL,,"(34.1888, -118.6059)"
192106129,02/17/2019,02/16/2019,1900,,Topanga,2158,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377,62,F,H,243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,IC,Invest Cont,440,,,,6300    VARIEL                       AV,,"(34.1847, -118.5928)"
192106130,02/17/2019,02/13/2019,1345,,Topanga,2144,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,58,F,W,301,GAS STATION,,,IC,Invest Cont,440,,,,22700    OXNARD                       ST,,"(34.1885, -118.619)"
